date,title_pos,title_neg,12 period EMA,y_test,predictions,daily returns,model returns
2021-12-21,0.0,0.0,47320.263450567676,-1.0,-1.0,0.042113511144609594,
2021-12-22,0.0,0.0,47603.19012954197,1.0,-1.0,-0.00617142034302387,0.00617142034302387
2021-12-23,0.0,0.0,48278.41412555405,-1.0,-1.0,0.04632095555789717,-0.04632095555789717
2021-12-24,0.0,0.0,48781.230274119654,-1.0,-1.0,-0.00036999292469663825,0.00036999292469663825
2021-12-25,0.0,0.0,49087.92207818033,1.0,-1.0,-0.008271153089334793,0.008271153089334793
2021-12-26,0.0,0.0,49396.70631773672,-1.0,-1.0,0.007456994749567736,-0.007456994749567736
2021-12-27,0.0,0.0,49628.68368318568,-1.0,-1.0,-0.0014583808053845182,0.0014583808053845182
2021-12-28,0.0,0.0,49266.65825385199,-1.0,-1.0,-0.06228028237462302,0.06228028237462302
2021-12-29,0.0,0.0,48789.567414004305,1.0,-1.0,-0.022696573723480662,0.022696573723480662
2021-12-30,0.0,0.0,48510.03203005579,-1.0,-1.0,0.014122776320756536,-0.014122776320756536
2021-12-31,0.0,0.0,48131.07883950023,1.0,-1.0,-0.01918343188485272,0.01918343188485272
2022-01-01,0.0,0.0,48064.34430997315,-1.0,-1.0,0.032579403261964845,-0.032579403261964845
2022-01-02,0.0,0.0,47938.3998953369,-1.0,-1.0,-0.009145971566960398,0.009145971566960398
2022-01-03,0.0,0.0,47698.7913281761,-1.0,-1.0,-0.01776586732106511,0.01776586732106511
2022-01-04,0.0,0.0,47401.05472810004,-1.0,-1.0,-0.013221562197902492,0.013221562197902492
2022-01-05,0.0,0.143,46774.61029805144,-1.0,-1.0,-0.0519479726069183,0.0519479726069183
2022-01-06,0.0,0.0,46191.7928267024,-1.0,-1.0,-0.008488156694659077,0.008488156694659077
2022-01-07,0.0,0.0,45464.61152599853,1.0,-1.0,-0.0351845107655554,0.0351845107655554
2022-01-08,0.0,0.0,44871.56204670341,1.0,-1.0,0.002724791707163998,-0.002724791707163998
2022-01-09,0.0,0.0,44401.74176157043,-1.0,-1.0,0.004435728245905768,-0.004435728245905768
2022-01-10,0.0,0.0,43999.71052858724,1.0,-1.0,-0.0010063390041520348,0.0010063390041520348
2022-01-11,0.0,0.0,43802.088680690715,1.0,-1.0,0.021682114096984728,-0.021682114096984728
2022-01-12,0.0,0.0,43817.70646969443,-1.0,-1.0,0.027460554575093665,-0.027460554575093665
2022-01-13,0.0,0.0,43622.69515305171,1.0,-1.0,-0.03058015163545902,0.03058015163545902
2022-01-14,0.0,0.0,43535.54005346374,1.0,-1.0,0.011744565509816507,-0.011744565509816507
2022-01-15,0.0,0.0,43465.72352008241,-1.0,-1.0,0.0005650260706233645,-0.0005650260706233645
2022-01-16,0.0,0.0,43404.807889057425,-1.0,-1.0,-0.0002931462953200681,0.0002931462953200681
2022-01-17,0.0,0.0,43218.952158960135,1.0,-1.0,-0.020199825128634497,0.020199825128634497
2022-01-18,0.0,0.0,43085.13650411129,-1.0,-1.0,0.003566213808853691,-0.003566213808853691
2022-01-19,0.0,0.0,42865.25105420314,-1.0,-1.0,-0.01634180296051302,0.01634180296051302
2022-01-20,0.0,0.0,42528.375117756725,-1.0,-1.0,-0.023502154704235556,0.023502154704235556
2022-01-21,0.0,0.0,41590.57924997249,-1.0,-1.0,-0.10411763158690412,0.10411763158690412
2022-01-22,0.0,0.0,40585.87328944321,1.0,-1.0,-0.03769730590849685,0.03769730590849685
2022-01-23,0.0,0.0,39916.98684882556,1.0,-1.0,0.033449743409305954,-0.033449743409305954
2022-01-24,0.0,0.0,39415.337195951186,1.0,-1.0,0.011472069593911227,-0.011472069593911227
2022-01-25,0.0,0.0,39036.93333445471,-1.0,-1.0,0.008127854753159802,-0.008127854753159802
2022-01-26,0.0,0.0,38693.91892733793,1.0,-1.0,-0.004031027384361674,0.004031027384361674
2022-01-27,0.0,0.0,38457.76751291818,1.0,-1.0,0.009529103211304513,-0.009529103211304513
2022-01-28,0.0,0.0,38343.66229254832,1.0,-1.0,0.01497466368497391,-0.01497466368497391
2022-01-29,0.0,0.0,38316.444069125166,-1.0,-1.0,0.011938522495158699,-0.011938522495158699
2022-01-30,0.0,0.0,38249.538826813,1.0,-1.0,-0.0074693110564038045,0.0074693110564038045
2022-01-31,0.0,0.0,38282.99202566387,1.0,-1.0,0.015446484007078931,-0.015446484007078931
2022-02-01,0.0,0.0,38346.33564886061,-1.0,-1.0,0.005919114875386322,-0.005919114875386322
2022-02-02,0.0,0.0,38123.200301423436,1.0,-1.0,-0.046472388000493026,0.046472388000493026
2022-02-03,0.0,0.0,37998.310811340365,1.0,-1.0,0.011254497733651725,-0.011254497733651725
2022-02-04,0.0,0.0,38548.56507082268,-1.0,-1.0,0.11424433306415893,-0.11424433306415893
2022-02-05,0.0,0.0,38984.64251474411,1.0,-1.0,-0.004610065124446061,0.004610065124446061
2022-02-06,0.0,0.0,39507.21368895405,1.0,-1.0,0.02412318803632174,-0.02412318803632174
2022-02-07,0.0,0.0,40173.87522914428,1.0,-1.0,0.03442874108058658,-0.03442874108058658
2022-02-08,0.0,0.0,40769.18453281306,1.0,-1.0,0.004630475508776266,-0.004630475508776266
2022-02-09,0.0,0.16,41323.622579763236,-1.0,-1.0,0.007486548937753801,-0.007486548937753801
2022-02-10,0.0,0.0,41657.77280220196,-1.0,-1.0,-0.01977070596528674,0.01977070596528674
2022-02-11,0.0,0.0,41767.92688776144,-1.0,-1.0,-0.025789140194926174,0.025789140194926174
2022-02-12,0.0,0.0,41837.152533951106,-1.0,-1.0,-0.003678222332563097,0.003678222332563097
2022-02-13,0.0,0.0,41870.46285242003,1.0,-1.0,-0.0038895851448687013,0.0038895851448687013
2022-02-14,0.0,0.0,41972.847794826586,1.0,-1.0,0.01146820514552127,-0.01146820514552127
2022-02-15,0.0,0.0,42368.55454725185,-1.0,-1.0,0.04722876701443535,-0.04722876701443535
2022-02-16,0.0,0.0,42600.10006988024,-1.0,-1.0,-0.015070201141052064,0.015070201141052064
2022-02-17,0.0,0.0,42279.415844249954,-1.0,-1.0,-0.07653493356819008,0.07653493356819008
2022-02-18,0.0,0.0,41924.79735301941,1.0,-1.0,-0.013359265667383102,0.013359265667383102
2022-02-19,0.0,0.0,41640.850060645505,-1.0,-1.0,0.0026199241315199018,-0.0026199241315199018
2022-02-20,0.0,0.0,41140.23392434148,-1.0,-1.0,-0.042223429277602254,0.042223429277602254
2022-02-21,0.136,0.0,40504.522833738156,1.0,-1.0,-0.035916689265527824,0.035916689265527824
2022-02-22,0.0,0.0,40154.64356234406,-1.0,-1.0,0.03302433841617636,-0.03302433841617636
2022-02-23,0.0,0.0,39707.77313107974,1.0,-1.0,-0.025642467642837508,0.025642467642837508
2022-02-24,0.0,0.0,39495.3773033686,1.0,-1.0,0.02891811304211722,-0.02891811304211722
2022-02-25,0.0,0.0,39452.88361817314,-1.0,-1.0,0.02327223922638777,-0.02327223922638777
2022-02-26,0.0,0.0,39401.165876972766,-1.0,-1.0,-0.0026122429413982795,0.0026122429413982795
2022-02-27,0.0,0.0,39139.30385255196,1.0,-1.0,-0.03624153558887355,0.03624153558887355
2022-02-28,0.0,0.0,39757.87472980309,1.0,-1.0,0.14485582800848928,-0.14485582800848928
2022-03-01,0.0,0.0,40475.31158427718,-1.0,-1.0,0.029221501390175986,-0.029221501390175986
2022-03-02,0.0,0.0,41001.10808790803,-1.0,-1.0,-0.011891169081429398,0.011891169081429398
2022-03-03,0.0,0.0,41224.63041073255,-1.0,-1.0,-0.032783830124999525,0.032783830124999525
2022-03-04,0.0,0.0,40905.24975488253,1.0,-1.0,-0.07785697460781071,0.07785697460781071
2022-03-05,0.0,0.0,40673.35865925374,-1.0,-1.0,0.006368034052761873,-0.006368034052761873
2022-03-06,0.0,0.0,40326.81225125287,-1.0,-1.0,-0.024802045588147248,0.024802045588147248
2022-03-07,0.0,0.0,39966.99457732073,1.0,-1.0,-0.011264988947395915,0.011264988947395915
2022-03-08,0.0,0.0,39776.784461410956,1.0,-1.0,0.019549068126776703,-0.019549068126776703
2022-03-09,0.0,0.0,40109.85019697206,-1.0,-1.0,0.08290802395933139,-0.08290802395933139
